ГРАФИЧЕСКИЙ АНАЛИЗ СИСТЕМЫ УРАВНЕНИЙ
x^2 + y^2 = 1
y = tg(x)
=====================================
ДАННЫЕ ДЛЯ ГРАФИКА:
x	circle_upper	circle_lower	tan
-1.22800000	nan	nan	-2.80201339
-1.22400000	nan	nan	-2.76700051
-1.22000000	nan	nan	-2.73275420
-1.21600000	nan	nan	-2.69924849
-1.21200000	nan	nan	-2.66645858
-1.20800000	nan	nan	-2.63436075
-1.20400000	nan	nan	-2.60293233
-1.20000000	nan	nan	-2.57215162
-1.19600000	nan	nan	-2.54199785
-1.19200000	nan	nan	-2.51245111
-1.18800000	nan	nan	-2.48349234
-1.18400000	nan	nan	-2.45510327
-1.18000000	nan	nan	-2.42726636
-1.17600000	nan	nan	-2.39996480
-1.17200000	nan	nan	-2.37318244
-1.16800000	nan	nan	-2.34690378
-1.16400000	nan	nan	-2.32111392
-1.16000000	nan	nan	-2.29579854
-1.15600000	nan	nan	-2.27094389
-1.15200000	nan	nan	-2.24653672
-1.14800000	nan	nan	-2.22256431
-1.14400000	nan	nan	-2.19901438
-1.14000000	nan	nan	-2.17587513
-1.13600000	nan	nan	-2.15313520
-1.13200000	nan	nan	-2.13078362
-1.12800000	nan	nan	-2.10880983
-1.12400000	nan	nan	-2.08720365
-1.12000000	nan	nan	-2.06595526
-1.11600000	nan	nan	-2.04505518
-1.11200000	nan	nan	-2.02449426
-1.10800000	nan	nan	-2.00426367
-1.10400000	nan	nan	-1.98435488
-1.10000000	nan	nan	-1.96475966
-1.09600000	nan	nan	-1.94547003
-1.09200000	nan	nan	-1.92647831
-1.08800000	nan	nan	-1.90777704
-1.08400000	nan	nan	-1.88935904
-1.08000000	nan	nan	-1.87121734
-1.07600000	nan	nan	-1.85334520
-1.07200000	nan	nan	-1.83573609
-1.06800000	nan	nan	-1.81838371
-1.06400000	nan	nan	-1.80128193
-1.06000000	nan	nan	-1.78442483
-1.05600000	nan	nan	-1.76780667
-1.05200000	nan	nan	-1.75142188
-1.04800000	nan	nan	-1.73526507
-1.04400000	nan	nan	-1.71933101
-1.04000000	nan	nan	-1.70361461
-1.03600000	nan	nan	-1.68811097
-1.03200000	nan	nan	-1.67281529
-1.02800000	nan	nan	-1.65772296
-1.02400000	nan	nan	-1.64282945
-1.02000000	nan	nan	-1.62813041
-1.01600000	nan	nan	-1.61362159
-1.01200000	nan	nan	-1.59929886
-1.00800000	nan	nan	-1.58515822
-1.00400000	nan	nan	-1.57119577
-1.00000000	0.00000000	-0.00000000	-1.55740772
-0.99600000	0.08935323	-0.08935323	-1.54379041
-0.99200000	0.12623787	-0.12623787	-1.53034024
-0.98800000	0.15445388	-0.15445388	-1.51705373
-0.98400000	0.17816846	-0.17816846	-1.50392751
-0.98000000	0.19899749	-0.19899749	-1.49095827
-0.97600000	0.21777052	-0.21777052	-1.47814280
-0.97200000	0.23498085	-0.23498085	-1.46547799
-0.96800000	0.25095019	-0.25095019	-1.45296080
-0.96400000	0.26590224	-0.26590224	-1.44058826
-0.96000000	0.28000000	-0.28000000	-1.42835749
-0.95600000	0.29336666	-0.29336666	-1.41626569
-0.95200000	0.30609802	-0.30609802	-1.40431012
-0.94800000	0.31827033	-0.31827033	-1.39248812
-0.94400000	0.32994545	-0.32994545	-1.38079708
-0.94000000	0.34117444	-0.34117444	-1.36923448
-0.93600000	0.35200000	-0.35200000	-1.35779785
-0.93200000	0.36245827	-0.36245827	-1.34648477
-0.92800000	0.37258019	-0.37258019	-1.33529290
-0.92400000	0.38239247	-0.38239247	-1.32421996
-0.92000000	0.39191836	-0.39191836	-1.31326370
-0.91600000	0.40117826	-0.40117826	-1.30242195
-0.91200000	0.41019020	-0.41019020	-1.29169258
-0.90800000	0.41897017	-0.41897017	-1.28107351
-0.90400000	0.42753245	-0.42753245	-1.27056271
-0.90000000	0.43588989	-0.43588989	-1.26015822
-0.89600000	0.44405405	-0.44405405	-1.24985809
-0.89200000	0.45203540	-0.45203540	-1.23966043
-0.88800000	0.45984345	-0.45984345	-1.22956342
-0.88400000	0.46748690	-0.46748690	-1.21956523
-0.88000000	0.47497368	-0.47497368	-1.20966412
-0.87600000	0.48231110	-0.48231110	-1.19985837
-0.87200000	0.48950587	-0.48950587	-1.19014629
-0.86800000	0.49656420	-0.49656420	-1.18052624
-0.86400000	0.50349181	-0.50349181	-1.17099662
-0.86000000	0.51029403	-0.51029403	-1.16155586
-0.85600000	0.51697582	-0.51697582	-1.15220242
-0.85200000	0.52354178	-0.52354178	-1.14293480
-0.84800000	0.52999623	-0.52999623	-1.13375153
-0.84400000	0.53634317	-0.53634317	-1.12465119
-0.84000000	0.54258640	-0.54258640	-1.11563235
-0.83600000	0.54872944	-0.54872944	-1.10669365
-0.83200000	0.55477563	-0.55477563	-1.09783374
-0.82800000	0.56072810	-0.56072810	-1.08905130
-0.82400000	0.56658980	-0.56658980	-1.08034505
-0.82000000	0.57236352	-0.57236352	-1.07171372
-0.81600000	0.57805190	-0.57805190	-1.06315608
-0.81200000	0.58365743	-0.58365743	-1.05467092
-0.80800000	0.58918248	-0.58918248	-1.04625704
-0.80400000	0.59462930	-0.59462930	-1.03791330
-0.80000000	0.60000000	-0.60000000	-1.02963856
-0.79600000	0.60529662	-0.60529662	-1.02143169
-0.79200000	0.61052109	-0.61052109	-1.01329162
-0.78800000	0.61567524	-0.61567524	-1.00521726
-0.78400000	0.62076082	-0.62076082	-0.99720758
-0.78000000	0.62577951	-0.62577951	-0.98926154
-0.77600000	0.63073291	-0.63073291	-0.98137814
-0.77200000	0.63562253	-0.63562253	-0.97355639
-0.76800000	0.64044984	-0.64044984	-0.96579532
-0.76400000	0.64521624	-0.64521624	-0.95809399
-0.76000000	0.64992307	-0.64992307	-0.95045146
-0.75600000	0.65457162	-0.65457162	-0.94286682
-0.75200000	0.65916311	-0.65916311	-0.93533918
-0.74800000	0.66369873	-0.66369873	-0.92786766
-0.74400000	0.66817962	-0.66817962	-0.92045139
-0.74000000	0.67260687	-0.67260687	-0.91308953
-0.73600000	0.67698154	-0.67698154	-0.90578126
-0.73200000	0.68130463	-0.68130463	-0.89852575
-0.72800000	0.68557713	-0.68557713	-0.89132220
-0.72400000	0.68979997	-0.68979997	-0.88416985
-0.72000000	0.69397406	-0.69397406	-0.87706790
-0.71600000	0.69810028	-0.69810028	-0.87001561
-0.71200000	0.70217946	-0.70217946	-0.86301224
-0.70800000	0.70621243	-0.70621243	-0.85605705
-0.70400000	0.71019997	-0.71019997	-0.84914933
-0.70000000	0.71414284	-0.71414284	-0.84228838
-0.69600000	0.71804178	-0.71804178	-0.83547351
-0.69200000	0.72189750	-0.72189750	-0.82870403
-0.68800000	0.72571069	-0.72571069	-0.82197928
-0.68400000	0.72948201	-0.72948201	-0.81529861
-0.68000000	0.73321211	-0.73321211	-0.80866138
-0.67600000	0.73690162	-0.73690162	-0.80206694
-0.67200000	0.74055115	-0.74055115	-0.79551468
-0.66800000	0.74416127	-0.74416127	-0.78900399
-0.66400000	0.74773257	-0.74773257	-0.78253426
-0.66000000	0.75126560	-0.75126560	-0.77610491
-0.65600000	0.75476089	-0.75476089	-0.76971536
-0.65200000	0.75821897	-0.75821897	-0.76336503
-0.64800000	0.76164034	-0.76164034	-0.75705336
-0.64400000	0.76502549	-0.76502549	-0.75077981
-0.64000000	0.76837491	-0.76837491	-0.74454382
-0.63600000	0.77168906	-0.77168906	-0.73834487
-0.63200000	0.77496839	-0.77496839	-0.73218242
-0.62800000	0.77821334	-0.77821334	-0.72605597
-0.62400000	0.78142434	-0.78142434	-0.71996500
-0.62000000	0.78460181	-0.78460181	-0.71390901
-0.61600000	0.78774615	-0.78774615	-0.70788751
-0.61200000	0.79085776	-0.79085776	-0.70190001
-0.60800000	0.79393703	-0.79393703	-0.69594604
-0.60400000	0.79698432	-0.79698432	-0.69002513
-0.60000000	0.80000000	-0.80000000	-0.68413681
-0.59600000	0.80298443	-0.80298443	-0.67828063
-0.59200000	0.80593796	-0.80593796	-0.67245614
-0.58800000	0.80886093	-0.80886093	-0.66666291
-0.58400000	0.81175366	-0.81175366	-0.66090048
-0.58000000	0.81461647	-0.81461647	-0.65516845
-0.57600000	0.81744969	-0.81744969	-0.64946638
-0.57200000	0.82025362	-0.82025362	-0.64379386
-0.56800000	0.82302855	-0.82302855	-0.63815048
-0.56400000	0.82577479	-0.82577479	-0.63253584
-0.56000000	0.82849261	-0.82849261	-0.62694954
-0.55600000	0.83118229	-0.83118229	-0.62139118
-0.55200000	0.83384411	-0.83384411	-0.61586039
-0.54800000	0.83647833	-0.83647833	-0.61035678
-0.54400000	0.83908522	-0.83908522	-0.60487998
-0.54000000	0.84166502	-0.84166502	-0.59942962
-0.53600000	0.84421798	-0.84421798	-0.59400534
-0.53200000	0.84674435	-0.84674435	-0.58860677
-0.52800000	0.84924437	-0.84924437	-0.58323356
-0.52400000	0.85171826	-0.85171826	-0.57788536
-0.52000000	0.85416626	-0.85416626	-0.57256183
-0.51600000	0.85658858	-0.85658858	-0.56726263
-0.51200000	0.85898545	-0.85898545	-0.56198742
-0.50800000	0.86135707	-0.86135707	-0.55673588
-0.50400000	0.86370365	-0.86370365	-0.55150768
-0.50000000	0.86602540	-0.86602540	-0.54630249
-0.49600000	0.86832252	-0.86832252	-0.54112000
-0.49200000	0.87059520	-0.87059520	-0.53595990
-0.48800000	0.87284363	-0.87284363	-0.53082188
-0.48400000	0.87506800	-0.87506800	-0.52570562
-0.48000000	0.87726849	-0.87726849	-0.52061084
-0.47600000	0.87944528	-0.87944528	-0.51553724
-0.47200000	0.88159855	-0.88159855	-0.51048452
-0.46800000	0.88372847	-0.88372847	-0.50545239
-0.46400000	0.88583520	-0.88583520	-0.50044057
-0.46000000	0.88791892	-0.88791892	-0.49544877
-0.45600000	0.88997978	-0.88997978	-0.49047672
-0.45200000	0.89201794	-0.89201794	-0.48552414
-0.44800000	0.89403356	-0.89403356	-0.48059076
-0.44400000	0.89602679	-0.89602679	-0.47567631
-0.44000000	0.89799777	-0.89799777	-0.47078053
-0.43600000	0.89994667	-0.89994667	-0.46590315
-0.43200000	0.90187361	-0.90187361	-0.46104392
-0.42800000	0.90377873	-0.90377873	-0.45620257
-0.42400000	0.90566219	-0.90566219	-0.45137887
-0.42000000	0.90752410	-0.90752410	-0.44657255
-0.41600000	0.90936461	-0.90936461	-0.44178337
-0.41200000	0.91118385	-0.91118385	-0.43701109
-0.40800000	0.91298193	-0.91298193	-0.43225546
-0.40400000	0.91475898	-0.91475898	-0.42751625
-0.40000000	0.91651514	-0.91651514	-0.42279322
-0.39600000	0.91825051	-0.91825051	-0.41808614
-0.39200000	0.91996522	-0.91996522	-0.41339477
-0.38800000	0.92165937	-0.92165937	-0.40871890
-0.38400000	0.92333309	-0.92333309	-0.40405829
-0.38000000	0.92498649	-0.92498649	-0.39941272
-0.37600000	0.92661966	-0.92661966	-0.39478197
-0.37200000	0.92823273	-0.92823273	-0.39016583
-0.36800000	0.92982579	-0.92982579	-0.38556407
-0.36400000	0.93139895	-0.93139895	-0.38097648
-0.36000000	0.93295230	-0.93295230	-0.37640285
-0.35600000	0.93448595	-0.93448595	-0.37184298
-0.35200000	0.93600000	-0.93600000	-0.36729665
-0.34800000	0.93749453	-0.93749453	-0.36276365
-0.34400000	0.93896965	-0.93896965	-0.35824380
-0.34000000	0.94042544	-0.94042544	-0.35373688
-0.33600000	0.94186199	-0.94186199	-0.34924269
-0.33200000	0.94327939	-0.94327939	-0.34476105
-0.32800000	0.94467772	-0.94467772	-0.34029175
-0.32400000	0.94605708	-0.94605708	-0.33583460
-0.32000000	0.94741754	-0.94741754	-0.33138941
-0.31600000	0.94875919	-0.94875919	-0.32695598
-0.31200000	0.95008210	-0.95008210	-0.32253414
-0.30800000	0.95138636	-0.95138636	-0.31812369
-0.30400000	0.95267203	-0.95267203	-0.31372446
-0.30000000	0.95393920	-0.95393920	-0.30933625
-0.29600000	0.95518794	-0.95518794	-0.30495889
-0.29200000	0.95641832	-0.95641832	-0.30059219
-0.28800000	0.95763041	-0.95763041	-0.29623598
-0.28400000	0.95882428	-0.95882428	-0.29189009
-0.28000000	0.96000000	-0.96000000	-0.28755433
-0.27600000	0.96115764	-0.96115764	-0.28322853
-0.27200000	0.96229725	-0.96229725	-0.27891252
-0.26800000	0.96341891	-0.96341891	-0.27460613
-0.26400000	0.96452268	-0.96452268	-0.27030920
-0.26000000	0.96560862	-0.96560862	-0.26602154
-0.25600000	0.96667678	-0.96667678	-0.26174300
-0.25200000	0.96772723	-0.96772723	-0.25747341
-0.24800000	0.96876003	-0.96876003	-0.25321261
-0.24400000	0.96977523	-0.96977523	-0.24896042
-0.24000000	0.97077289	-0.97077289	-0.24471670
-0.23600000	0.97175306	-0.97175306	-0.24048128
-0.23200000	0.97271579	-0.97271579	-0.23625400
-0.22800000	0.97366113	-0.97366113	-0.23203470
-0.22400000	0.97458914	-0.97458914	-0.22782323
-0.22000000	0.97549987	-0.97549987	-0.22361942
-0.21600000	0.97639336	-0.97639336	-0.21942313
-0.21200000	0.97726967	-0.97726967	-0.21523420
-0.20800000	0.97812883	-0.97812883	-0.21105247
-0.20400000	0.97897089	-0.97897089	-0.20687780
-0.20000000	0.97979590	-0.97979590	-0.20271004
-0.19600000	0.98060390	-0.98060390	-0.19854902
-0.19200000	0.98139493	-0.98139493	-0.19439461
-0.18800000	0.98216903	-0.98216903	-0.19024666
-0.18400000	0.98292624	-0.98292624	-0.18610501
-0.18000000	0.98366661	-0.98366661	-0.18196953
-0.17600000	0.98439017	-0.98439017	-0.17784006
-0.17200000	0.98509695	-0.98509695	-0.17371646
-0.16800000	0.98578700	-0.98578700	-0.16959859
-0.16400000	0.98646034	-0.98646034	-0.16548631
-0.16000000	0.98711701	-0.98711701	-0.16137946
-0.15600000	0.98775706	-0.98775706	-0.15727791
-0.15200000	0.98838049	-0.98838049	-0.15318152
-0.14800000	0.98898736	-0.98898736	-0.14909015
-0.14400000	0.98957769	-0.98957769	-0.14500365
-0.14000000	0.99015150	-0.99015150	-0.14092189
-0.13600000	0.99070884	-0.99070884	-0.13684474
-0.13200000	0.99124972	-0.99124972	-0.13277204
-0.12800000	0.99177417	-0.99177417	-0.12870366
-0.12400000	0.99228222	-0.99228222	-0.12463947
-0.12000000	0.99277389	-0.99277389	-0.12057934
-0.11600000	0.99324921	-0.99324921	-0.11652311
-0.11200000	0.99370821	-0.99370821	-0.11247067
-0.10800000	0.99415089	-0.99415089	-0.10842187
-0.10400000	0.99457730	-0.99457730	-0.10437658
-0.10000000	0.99498744	-0.99498744	-0.10033467
-0.09600000	0.99538133	-0.99538133	-0.09629600
-0.09200000	0.99575901	-0.99575901	-0.09226044
-0.08800000	0.99612047	-0.99612047	-0.08822786
-0.08400000	0.99646575	-0.99646575	-0.08419813
-0.08000000	0.99679486	-0.99679486	-0.08017110
-0.07600000	0.99710782	-0.99710782	-0.07614666
-0.07200000	0.99740463	-0.99740463	-0.07212467
-0.06800000	0.99768532	-0.99768532	-0.06810500
-0.06400000	0.99794990	-0.99794990	-0.06408752
-0.06000000	0.99819838	-0.99819838	-0.06007210
-0.05600000	0.99843077	-0.99843077	-0.05605861
-0.05200000	0.99864708	-0.99864708	-0.05204692
-0.04800000	0.99884734	-0.99884734	-0.04803690
-0.04400000	0.99903153	-0.99903153	-0.04402842
-0.04000000	0.99919968	-0.99919968	-0.04002135
-0.03600000	0.99935179	-0.99935179	-0.03601556
-0.03200000	0.99948787	-0.99948787	-0.03201093
-0.02800000	0.99960792	-0.99960792	-0.02800732
-0.02400000	0.99971196	-0.99971196	-0.02400461
-0.02000000	0.99979998	-0.99979998	-0.02000267
-0.01600000	0.99987199	-0.99987199	-0.01600137
-0.01200000	0.99992800	-0.99992800	-0.01200058
-0.00800000	0.99996800	-0.99996800	-0.00800017
-0.00400000	0.99999200	-0.99999200	-0.00400002
0.00000000	1.00000000	-1.00000000	0.00000000
0.00400000	0.99999200	-0.99999200	0.00400002
0.00800000	0.99996800	-0.99996800	0.00800017
0.01200000	0.99992800	-0.99992800	0.01200058
0.01600000	0.99987199	-0.99987199	0.01600137
0.02000000	0.99979998	-0.99979998	0.02000267
0.02400000	0.99971196	-0.99971196	0.02400461
0.02800000	0.99960792	-0.99960792	0.02800732
0.03200000	0.99948787	-0.99948787	0.03201093
0.03600000	0.99935179	-0.99935179	0.03601556
0.04000000	0.99919968	-0.99919968	0.04002135
0.04400000	0.99903153	-0.99903153	0.04402842
0.04800000	0.99884734	-0.99884734	0.04803690
0.05200000	0.99864708	-0.99864708	0.05204692
0.05600000	0.99843077	-0.99843077	0.05605861
0.06000000	0.99819838	-0.99819838	0.06007210
0.06400000	0.99794990	-0.99794990	0.06408752
0.06800000	0.99768532	-0.99768532	0.06810500
0.07200000	0.99740463	-0.99740463	0.07212467
0.07600000	0.99710782	-0.99710782	0.07614666
0.08000000	0.99679486	-0.99679486	0.08017110
0.08400000	0.99646575	-0.99646575	0.08419813
0.08800000	0.99612047	-0.99612047	0.08822786
0.09200000	0.99575901	-0.99575901	0.09226044
0.09600000	0.99538133	-0.99538133	0.09629600
0.10000000	0.99498744	-0.99498744	0.10033467
0.10400000	0.99457730	-0.99457730	0.10437658
0.10800000	0.99415089	-0.99415089	0.10842187
0.11200000	0.99370821	-0.99370821	0.11247067
0.11600000	0.99324921	-0.99324921	0.11652311
0.12000000	0.99277389	-0.99277389	0.12057934
0.12400000	0.99228222	-0.99228222	0.12463947
0.12800000	0.99177417	-0.99177417	0.12870366
0.13200000	0.99124972	-0.99124972	0.13277204
0.13600000	0.99070884	-0.99070884	0.13684474
0.14000000	0.99015150	-0.99015150	0.14092189
0.14400000	0.98957769	-0.98957769	0.14500365
0.14800000	0.98898736	-0.98898736	0.14909015
0.15200000	0.98838049	-0.98838049	0.15318152
0.15600000	0.98775706	-0.98775706	0.15727791
0.16000000	0.98711701	-0.98711701	0.16137946
0.16400000	0.98646034	-0.98646034	0.16548631
0.16800000	0.98578700	-0.98578700	0.16959859
0.17200000	0.98509695	-0.98509695	0.17371646
0.17600000	0.98439017	-0.98439017	0.17784006
0.18000000	0.98366661	-0.98366661	0.18196953
0.18400000	0.98292624	-0.98292624	0.18610501
0.18800000	0.98216903	-0.98216903	0.19024666
0.19200000	0.98139493	-0.98139493	0.19439461
0.19600000	0.98060390	-0.98060390	0.19854902
0.20000000	0.97979590	-0.97979590	0.20271004
0.20400000	0.97897089	-0.97897089	0.20687780
0.20800000	0.97812883	-0.97812883	0.21105247
0.21200000	0.97726967	-0.97726967	0.21523420
0.21600000	0.97639336	-0.97639336	0.21942313
0.22000000	0.97549987	-0.97549987	0.22361942
0.22400000	0.97458914	-0.97458914	0.22782323
0.22800000	0.97366113	-0.97366113	0.23203470
0.23200000	0.97271579	-0.97271579	0.23625400
0.23600000	0.97175306	-0.97175306	0.24048128
0.24000000	0.97077289	-0.97077289	0.24471670
0.24400000	0.96977523	-0.96977523	0.24896042
0.24800000	0.96876003	-0.96876003	0.25321261
0.25200000	0.96772723	-0.96772723	0.25747341
0.25600000	0.96667678	-0.96667678	0.26174300
0.26000000	0.96560862	-0.96560862	0.26602154
0.26400000	0.96452268	-0.96452268	0.27030920
0.26800000	0.96341891	-0.96341891	0.27460613
0.27200000	0.96229725	-0.96229725	0.27891252
0.27600000	0.96115764	-0.96115764	0.28322853
0.28000000	0.96000000	-0.96000000	0.28755433
0.28400000	0.95882428	-0.95882428	0.29189009
0.28800000	0.95763041	-0.95763041	0.29623598
0.29200000	0.95641832	-0.95641832	0.30059219
0.29600000	0.95518794	-0.95518794	0.30495889
0.30000000	0.95393920	-0.95393920	0.30933625
0.30400000	0.95267203	-0.95267203	0.31372446
0.30800000	0.95138636	-0.95138636	0.31812369
0.31200000	0.95008210	-0.95008210	0.32253414
0.31600000	0.94875919	-0.94875919	0.32695598
0.32000000	0.94741754	-0.94741754	0.33138941
0.32400000	0.94605708	-0.94605708	0.33583460
0.32800000	0.94467772	-0.94467772	0.34029175
0.33200000	0.94327939	-0.94327939	0.34476105
